ARO Accession	CVTERM ID
ARO:3001942	38342
ARO:3001943	38343
ARO:3001944	38344
ARO:3001945	38345
ARO:3002495	38895
ARO:3001946	38346
ARO:3001947	38347
ARO:3001948	38348
ARO:3001949	38349
ARO:3001872	38272
ARO:3001950	38350
ARO:3001951	38351
ARO:3001952	38352
ARO:3001953	38353
ARO:3001954	38354
ARO:3001955	38355
ARO:3001956	38356
ARO:3005667	44129
ARO:3001957	38357
ARO:3001958	38358
ARO:3003499	40101
ARO:3003974	40779
ARO:3006924	45386
ARO:3003970	40743
ARO:3004780	42895
ARO:3005354	43714
ARO:3002854	39288
ARO:3003011	39445
ARO:3002858	39292
ARO:3003012	39446
ARO:3002859	39293
ARO:3003013	39447
ARO:3004640	42648
ARO:3003014	39448
ARO:3002860	39294
ARO:3004568	42475
ARO:3003015	39449
ARO:3003016	39450
ARO:3003017	39451
ARO:3003018	39452
ARO:3003019	39453
ARO:3002856	39290
ARO:3003020	39454
ARO:3002857	39291
ARO:3004550	42453
ARO:3004551	42454
ARO:3004554	42459
ARO:3003105	39679
ARO:3004552	42455
ARO:3005084	43294
ARO:3004555	42460
ARO:3005346	43705
ARO:3005164	43516
ARO:3005348	43708
ARO:3005347	43706
ARO:3005349	43709
ARO:3005351	43711
ARO:3004642	42653
ARO:3002861	39295
ARO:3004547	42450
ARO:3004644	42657
ARO:3002862	39296
ARO:3002863	39297
ARO:3004548	42451
ARO:3002864	39298
ARO:3007489	46256
ARO:3007490	46257
ARO:3003021	39455
ARO:3003022	39456
ARO:3004498	42133
ARO:3004549	42452
ARO:3003023	39457
ARO:3004556	42461
ARO:3005350	43710
ARO:3002865	39299
ARO:3002866	39300
ARO:3002875	39309
ARO:3002867	39301
ARO:3002868	39302
ARO:3004645	42659
ARO:3002869	39303
ARO:3007456	46219
ARO:3002132	38532
ARO:3002141	38541
ARO:3002143	38543
ARO:3002144	38544
ARO:3002145	38545
ARO:3002146	38546
ARO:3002147	38547
ARO:3002148	38548
ARO:3002149	38549
ARO:3002150	38550
ARO:3002133	38533
ARO:3002151	38551
ARO:3002152	38552
ARO:3002153	38553
ARO:3002154	38554
ARO:3006465	44927
ARO:3006466	44928
ARO:3006467	44929
ARO:3006468	44930
ARO:3006469	44931
ARO:3006470	44932
ARO:3002134	38534
ARO:3002137	38537
ARO:3002138	38538
ARO:3002135	38535
ARO:3002136	38536
ARO:3002140	38540
ARO:3006872	45334
ARO:3000848	37228
ARO:3000248	36387
ARO:3006873	45335
ARO:3003761	40408
ARO:3000842	37222
ARO:3004463	41678
ARO:3005461	43923
ARO:3005462	43924
ARO:3007437	46195
ARO:3006874	45336
ARO:3006875	45337
ARO:3006876	45338
ARO:3006877	45339
ARO:3006878	45340
ARO:3006879	45341
ARO:3006880	45342
ARO:3006881	45343
ARO:3006882	45344
ARO:3006883	45345
ARO:3004063	41130
ARO:3006884	45346
ARO:3003954	40724
ARO:3003955	40726
ARO:3003948	40703
ARO:3003949	40704
ARO:3006885	45347
ARO:3003551	40153
ARO:3000027	36036
ARO:3000074	36213
ARO:3000309	36448
ARO:3000206	36345
ARO:3000516	36655
ARO:3000254	36393
ARO:3004669	42716
ARO:3003374	39958
ARO:3004042	41089
ARO:3004108	41229
ARO:3004458	41669
ARO:3003760	40417
ARO:3003813	40502
ARO:3003800	40485
ARO:3003805	40490
ARO:3003077	39624
ARO:3003792	40477
ARO:3003791	40476
ARO:3003815	40504
ARO:3003797	40482
ARO:3004456	41667
ARO:3003092	39639
ARO:3003438	40022
ARO:3003790	40475
ARO:3003078	39625
ARO:3003079	39626
ARO:3003576	40186
ARO:3005047	43246
ARO:3000361	36500
ARO:3002826	39260
ARO:3000363	36502
ARO:3004608	42572
ARO:3001265	37664
ARO:3000598	36737
ARO:3004592	42522
ARO:3000599	36738
ARO:3000600	36739
ARO:3000604	36743
ARO:3000605	36744
ARO:3000392	36531
ARO:3000601	36740
ARO:3000602	36741
ARO:3004606	42567
ARO:3000603	36742
ARO:3003106	39680
ARO:3003205	39789
ARO:3003971	40752
ARO:3004595	42525
ARO:3004596	42527
ARO:3003908	40614
ARO:3004094	41202
ARO:3004626	42608
ARO:3007032	45591
ARO:3007033	45592
ARO:3007041	45600
ARO:3007654	46432
ARO:3000347	36486
ARO:3000375	36514
ARO:3000250	36389
ARO:3000495	36634
ARO:3000326	36465
ARO:3000498	36637
ARO:3000522	36661
ARO:3002823	39257
ARO:3004643	42655
ARO:3000592	36731
ARO:3004652	42681
ARO:3001303	37702
ARO:3000593	36732
ARO:3000594	36733
ARO:3001304	37703
ARO:3000595	36734
ARO:3001305	37704
ARO:3002824	39258
ARO:3001306	37705
ARO:3000596	36735
ARO:3002825	39259
ARO:3004605	42565
ARO:3004782	42898
ARO:3007544	46315
ARO:3003223	39807
ARO:3003377	39961
ARO:3003406	39990
ARO:3003411	39995
ARO:3003397	39981
ARO:3003396	39980
ARO:3003399	39983
ARO:3003402	39986
ARO:3003403	39987
ARO:3003376	39960
ARO:3003405	39989
ARO:3003410	39994
ARO:3003408	39992
ARO:3003333	39917
ARO:3003372	39956
ARO:3004150	41297
ARO:3004160	41307
ARO:3004149	41296
ARO:3004131	41258
ARO:3004173	41324
ARO:3004043	41090
ARO:3003807	40492
ARO:3003378	39962
ARO:3004290	41454
ARO:3004055	41120
ARO:3003900	40602
ARO:3003900	40602
ARO:3003370	39954
ARO:3003368	39952
ARO:3003369	39953
ARO:3004039	41083
ARO:3004049	41114
ARO:3004045	41097
ARO:3003386	39970
ARO:3003889	40588
ARO:3003294	39878
ARO:3004335	41503
ARO:3003303	39887
ARO:3004126	41252
ARO:3001328	37727
ARO:3004127	41253
ARO:3003775	40451
ARO:3003751	40407
ARO:3003756	40413
ARO:3003390	39974
ARO:3003308	39892
ARO:3003316	39900
ARO:3007423	46179
ARO:3003899	40601
ARO:3004109	41230
ARO:3003288	39872
ARO:3003381	39965
ARO:3003511	40113
ARO:3003893	40595
ARO:3003893	40595
ARO:3003890	40592
ARO:3003717	40371
ARO:3007459	46222
ARO:3000832	37212
ARO:3000833	37213
ARO:3006886	45348
ARO:3003564	40172
ARO:3001313	37712
ARO:3004784	42901
ARO:3003961	40732
ARO:3003962	40733
ARO:3002704	39138
ARO:3007019	45490
ARO:3000606	36745
ARO:3006887	45349
ARO:3004786	42904
ARO:3005033	43226
ARO:3002705	39139
ARO:3000423	36562
ARO:3000449	36588
ARO:3004788	42906
ARO:3004789	42907
ARO:3004790	42908
ARO:3004791	42909
ARO:3004792	42910
ARO:3004793	42911
ARO:3000149	36288
ARO:3002804	39238
ARO:3002872	39306
ARO:3003210	39794
ARO:3003209	39793
ARO:3004111	41232
ARO:3004113	41234
ARO:3005162	43514
ARO:3007371	46119
ARO:3000172	36311
ARO:3004670	42717
ARO:3005100	43315
ARO:3002873	39307
ARO:3004671	42719
ARO:3004672	42720
ARO:3004673	42721
ARO:3007372	46120
ARO:3000380	36519
ARO:3002874	39308
ARO:3004674	42722
ARO:3007368	46115
ARO:3007369	46116
ARO:3007370	46117
ARO:3003207	39791
ARO:3005024	43215
ARO:3007097	45661
ARO:3007098	45663
ARO:3007099	45665
ARO:3000198	36337
ARO:3003208	39792
ARO:3007069	45631
ARO:3002155	38555
ARO:3002162	38562
ARO:3002165	38565
ARO:3006471	44933
ARO:3006472	44934
ARO:3006473	44935
ARO:3006474	44936
ARO:3006475	44937
ARO:3002156	38556
ARO:3002157	38557
ARO:3002158	38558
ARO:3002159	38559
ARO:3002160	38560
ARO:3002161	38561
ARO:3002163	38563
ARO:3004795	42913
ARO:3004797	42916
ARO:3006227	44689
ARO:3007632	46405
ARO:3004798	42917
ARO:3004799	42918
ARO:3005027	43218
ARO:3005028	43219
ARO:3005029	43221
ARO:3005030	43222
ARO:3005031	43223
ARO:3005032	43225
ARO:3004801	42920
ARO:3003552	40155
ARO:3003733	40388
ARO:3003731	40386
ARO:3004663	42706
ARO:3003026	39460
ARO:3003838	40529
ARO:3000508	36647
ARO:3002330	38730
ARO:3002339	38739
ARO:3002340	38740
ARO:3002341	38741
ARO:3002342	38742
ARO:3002343	38743
ARO:3002344	38744
ARO:3002345	38745
ARO:3002346	38746
ARO:3002347	38747
ARO:3002348	38748
ARO:3002331	38731
ARO:3002349	38749
ARO:3002350	38750
ARO:3002351	38751
ARO:3002352	38752
ARO:3002353	38753
ARO:3003185	39762
ARO:3003181	39758
ARO:3006156	44618
ARO:3006157	44619
ARO:3006158	44620
ARO:3002332	38732
ARO:3006159	44621
ARO:3006160	44622
ARO:3006161	44623
ARO:3006162	44624
ARO:3006163	44625
ARO:3006164	44626
ARO:3006165	44627
ARO:3006166	44628
ARO:3006167	44629
ARO:3006168	44630
ARO:3002333	38733
ARO:3006169	44631
ARO:3006170	44632
ARO:3006171	44633
ARO:3006172	44634
ARO:3006173	44635
ARO:3006174	44636
ARO:3006175	44637
ARO:3007825	46612
ARO:3007826	46613
ARO:3007827	46614
ARO:3002334	38734
ARO:3007828	46615
ARO:3007829	46616
ARO:3007830	46617
ARO:3007831	46618
ARO:3007832	46619
ARO:3007833	46620
ARO:3007834	46621
ARO:3007835	46622
ARO:3002335	38735
ARO:3002336	38736
ARO:3002337	38737
ARO:3002338	38738
ARO:3006888	45350
ARO:3000845	37225
ARO:3003194	39771
ARO:3000463	36602
ARO:3006889	45351
ARO:3000850	37230
ARO:3004802	42922
ARO:3004803	42923
ARO:3004804	42924
ARO:3004805	42925
ARO:3004806	42926
ARO:3004807	42927
ARO:3004808	42928
ARO:3004213	41377
ARO:3005668	44130
ARO:3004809	42929
ARO:3005669	44131
ARO:3005670	44132
ARO:3005671	44133
ARO:3005672	44134
ARO:3005673	44135
ARO:3005674	44136
ARO:3005675	44137
ARO:3005676	44138
ARO:3005677	44139
ARO:3005678	44140
ARO:3004810	42930
ARO:3005679	44141
ARO:3005680	44142
ARO:3005681	44143
ARO:3005682	44144
ARO:3005683	44145
ARO:3005684	44146
ARO:3005685	44147
ARO:3005686	44148
ARO:3005687	44149
ARO:3005688	44150
ARO:3004811	42931
ARO:3005689	44151
ARO:3005690	44152
ARO:3005691	44153
ARO:3005692	44154
ARO:3005693	44155
ARO:3005694	44156
ARO:3005695	44157
ARO:3005696	44158
ARO:3005697	44159
ARO:3004812	42932
ARO:3005698	44160
ARO:3005699	44161
ARO:3004813	42933
ARO:3004814	42934
ARO:3004815	42935
ARO:3004816	42936
ARO:3000504	36643
ARO:3005096	43309
ARO:3006925	45387
ARO:3006926	45388
ARO:3004446	41639
ARO:3003924	40633
ARO:3003925	40634
ARO:3004180	41333
ARO:3003977	40806
ARO:3003510	40112
ARO:3004134	41261
ARO:3007059	45620
ARO:3007052	45612
ARO:3007053	45613
ARO:3007060	45621
ARO:3007058	45619
ARO:3007057	45617
ARO:3007055	45615
ARO:3007051	45610
ARO:3007208	45952
ARO:3004448	41642
ARO:3004817	42937
ARO:3004818	42938
ARO:3004819	42949
ARO:3004820	42950
ARO:3004821	42951
ARO:3004822	42952
ARO:3004092	41198
ARO:3003953	40723
ARO:3000676	37020
ARO:3003964	40735
ARO:3003965	40736
ARO:3004466	41682
ARO:3004569	42477
ARO:3005012	43200
ARO:3005013	43202
ARO:3001858	38258
ARO:3006176	44638
ARO:3006177	44639
ARO:3006178	44640
ARO:3006179	44641
ARO:3006180	44642
ARO:3006181	44643
ARO:3006182	44644
ARO:3006183	44645
ARO:3001859	38259
ARO:3006184	44646
ARO:3006185	44647
ARO:3001860	38260
ARO:3001861	38261
ARO:3001862	38262
ARO:3001863	38263
ARO:3003177	39754
ARO:3003142	39719
ARO:3003143	39720
ARO:3003094	39647
ARO:3003095	39648
ARO:3002192	38592
ARO:3002201	38601
ARO:3002202	38602
ARO:3002203	38603
ARO:3002204	38604
ARO:3002205	38605
ARO:3002206	38606
ARO:3002207	38607
ARO:3002208	38608
ARO:3002209	38609
ARO:3002210	38610
ARO:3002193	38593
ARO:3002211	38611
ARO:3002212	38612
ARO:3002213	38613
ARO:3002214	38614
ARO:3002215	38615
ARO:3002216	38616
ARO:3002217	38617
ARO:3002218	38618
ARO:3002219	38619
ARO:3002220	38620
ARO:3002194	38594
ARO:3002221	38621
ARO:3002222	38622
ARO:3002223	38623
ARO:3002224	38624
ARO:3002225	38625
ARO:3002226	38626
ARO:3002228	38628
ARO:3002229	38629
ARO:3002230	38630
ARO:3002195	38595
ARO:3002231	38631
ARO:3002232	38632
ARO:3002233	38633
ARO:3002234	38634
ARO:3002235	38635
ARO:3002236	38636
ARO:3002237	38637
ARO:3002239	38639
ARO:3003657	40267
ARO:3002196	38596
ARO:3003659	40269
ARO:3004823	42953
ARO:3005463	43925
ARO:3005464	43926
ARO:3004494	42028
ARO:3004495	42029
ARO:3005465	43927
ARO:3005466	43928
ARO:3002197	38597
ARO:3005467	43929
ARO:3005468	43930
ARO:3005469	43931
ARO:3005470	43932
ARO:3005471	43933
ARO:3005472	43934
ARO:3005473	43935
ARO:3005474	43936
ARO:3005019	43210
ARO:3005475	43937
ARO:3002198	38598
ARO:3005476	43938
ARO:3005477	43939
ARO:3005478	43940
ARO:3005479	43941
ARO:3005480	43942
ARO:3005481	43943
ARO:3005482	43944
ARO:3005483	43945
ARO:3005484	43946
ARO:3002199	38599
ARO:3005485	43947
ARO:3005486	43948
ARO:3005487	43949
ARO:3005488	43950
ARO:3005489	43951
ARO:3005490	43952
ARO:3005491	43953
ARO:3005492	43954
ARO:3002200	38600
ARO:3007460	46224
ARO:3007462	46227
ARO:3007463	46228
ARO:3007464	46229
ARO:3007465	46230
ARO:3007461	46225
ARO:3002256	38656
ARO:3002266	38666
ARO:3002267	38667
ARO:3002268	38668
ARO:3002269	38669
ARO:3002270	38670
ARO:3005493	43955
ARO:3007470	46235
ARO:3002257	38657
ARO:3002258	38658
ARO:3002259	38659
ARO:3002260	38660
ARO:3002261	38661
ARO:3002262	38662
ARO:3002263	38663
ARO:3002264	38664
ARO:3002265	38665
ARO:3007678	46460
ARO:3002884	39318
ARO:3000840	37220
ARO:3004102	41213
ARO:3007206	45950
ARO:3004047	41099
ARO:3003841	40534
ARO:3000847	37227
ARO:3003385	39969
ARO:3003585	40195
ARO:3004041	41088
ARO:3003373	39957
ARO:3004580	42506
ARO:3004583	42513
ARO:3004588	42518
ARO:3004597	42528
ARO:3007420	46176
ARO:3007203	45947
ARO:3003966	40737
ARO:3003968	40739
ARO:3004122	41247
ARO:3007421	46177
ARO:3003380	39964
ARO:3006927	45389
ARO:3006928	45390
ARO:3006929	45391
ARO:3006930	45392
ARO:3006931	45393
ARO:3002320	38720
ARO:3007446	46207
ARO:3002321	38721
ARO:3002322	38722
ARO:3007196	45938
ARO:3007633	46407
ARO:3002323	38723
ARO:3002324	38724
ARO:3002325	38725
ARO:3002326	38726
ARO:3002327	38727
ARO:3002328	38728
ARO:3002329	38729
ARO:3002312	38712
ARO:3003145	39722
ARO:3003180	39757
ARO:3005356	43716
ARO:3004496	42038
ARO:3005357	43717
ARO:3005358	43718
ARO:3005359	43719
ARO:3005361	43721
ARO:3005360	43720
ARO:3002313	38713
ARO:3005364	43724
ARO:3005362	43722
ARO:3005363	43723
ARO:3005365	43725
ARO:3005366	43726
ARO:3005367	43727
ARO:3005368	43728
ARO:3005369	43729
ARO:3005370	43730
ARO:3005371	43731
ARO:3002314	38714
ARO:3005372	43732
ARO:3005373	43733
ARO:3005374	43734
ARO:3005375	43735
ARO:3006186	44648
ARO:3005376	43736
ARO:3005377	43737
ARO:3005378	43738
ARO:3002315	38715
ARO:3005379	43739
ARO:3005380	43740
ARO:3005381	43741
ARO:3005382	43742
ARO:3005383	43743
ARO:3005384	43744
ARO:3005385	43745
ARO:3006187	44649
ARO:3006188	44650
ARO:3002316	38716
ARO:3006189	44651
ARO:3006190	44652
ARO:3006191	44653
ARO:3006192	44654
ARO:3006193	44655
ARO:3006194	44656
ARO:3006195	44657
ARO:3002317	38717
ARO:3006196	44658
ARO:3006197	44659
ARO:3006198	44660
ARO:3006199	44661
ARO:3006200	44662
ARO:3006201	44663
ARO:3006202	44664
ARO:3006203	44665
ARO:3006204	44666
ARO:3002318	38718
ARO:3006205	44667
ARO:3006206	44668
ARO:3006207	44669
ARO:3007089	45653
ARO:3007381	46131
ARO:3007375	46125
ARO:3002319	38719
ARO:3007087	45651
ARO:3007102	45670
ARO:3007402	46153
ARO:3007383	46134
ARO:3007436	46194
ARO:3007449	46210
ARO:3007450	46211
ARO:3007452	46214
ARO:3000582	36721
ARO:3004825	42955
ARO:3004826	42956
ARO:3007438	46196
ARO:3004292	41457
ARO:3001857	38257
ARO:3002997	39431
ARO:3002454	38854
ARO:3002460	38860
ARO:3002461	38861
ARO:3002462	38862
ARO:3002463	38863
ARO:3002477	38877
ARO:3002478	38878
ARO:3002464	38864
ARO:3002473	38873
ARO:3002465	38865
ARO:3002466	38866
ARO:3002455	38855
ARO:3002467	38867
ARO:3002468	38868
ARO:3002469	38869
ARO:3002470	38870
ARO:3002471	38871
ARO:3002479	38879
ARO:3002474	38874
ARO:3006932	45394
ARO:3006933	45395
ARO:3002475	38875
ARO:3004838	42972
ARO:3006934	45396
ARO:3004839	42973
ARO:3004840	42974
ARO:3004827	42957
ARO:3004828	42958
ARO:3004829	42959
ARO:3004841	42975
ARO:3004842	42977
ARO:3002472	38872
ARO:3004843	42978
ARO:3004844	42979
ARO:3004845	42980
ARO:3004846	42981
ARO:3002456	38856
ARO:3004847	42982
ARO:3004848	42984
ARO:3004849	42985
ARO:3002476	38876
ARO:3002457	38857
ARO:3002458	38858
ARO:3002459	38859
ARO:3003843	40537
ARO:3003967	40738
ARO:3006935	45397
ARO:3006936	45398
ARO:3006937	45399
ARO:3006938	45400
ARO:3006939	45401
ARO:3006940	45402
ARO:3002671	39105
ARO:3004651	42676
ARO:3002879	39313
ARO:3003770	40442
ARO:3003982	40864
ARO:3005018	43209
ARO:3003028	39462
ARO:3002813	39247
ARO:3002881	39315
ARO:3002882	39316
ARO:3003969	40740
ARO:3002835	39269
ARO:3002836	39270
ARO:3002837	39271
ARO:3002838	39272
ARO:3003762	40400
ARO:3002839	39273
ARO:3004085	41189
ARO:3004600	42533
ARO:3004601	42534
ARO:3004099	41207
ARO:3004100	41209
ARO:3005052	43253
ARO:3005051	43252
ARO:3005059	43261
ARO:3003573	40183
ARO:3003574	40184
ARO:3003575	40185
ARO:3002482	38882
ARO:3002489	38889
ARO:3002511	38911
ARO:3002484	38884
ARO:3002512	38912
ARO:3002492	38892
ARO:3002513	38913
ARO:3002485	38885
ARO:3002510	38910
ARO:3002483	38883
ARO:3002486	38886
ARO:3002487	38887
ARO:3002488	38888
ARO:3006941	45403
ARO:3000300	36439
ARO:3003111	39687
ARO:3003112	39688
ARO:3005121	43337
ARO:3003206	39790
ARO:3006942	45404
ARO:3006943	45405
ARO:3006944	45406
ARO:3006945	45407
ARO:3006946	45408
ARO:3006947	45409
ARO:3006948	45410
ARO:3007180	45919
ARO:3000533	36672
ARO:3000535	36674
ARO:3006949	45411
ARO:3006950	45412
ARO:3000263	36402
ARO:3006951	45413
ARO:3007137	45718
ARO:3007277	46023
ARO:3007275	46021
ARO:3007276	46022
ARO:3007274	46020
ARO:3003689	40335
ARO:3004506	42214
ARO:3004688	42740
ARO:3004689	42741
ARO:3004690	42742
ARO:3007246	45992
ARO:3007279	46025
ARO:3007238	45984
ARO:3007244	45990
ARO:3007233	45979
ARO:3007240	45986
ARO:3004194	41358
ARO:3007235	45981
ARO:3007237	45983
ARO:3007239	45985
ARO:3007234	45980
ARO:3007243	45989
ARO:3007247	45993
ARO:3007280	46026
ARO:3007232	45978
ARO:3007236	45982
ARO:3007241	45987
ARO:3004514	42223
ARO:3007242	45988
ARO:3007245	45991
ARO:3007289	46035
ARO:3007070	45632
ARO:3007230	45976
ARO:3004515	42224
ARO:3004685	42737
ARO:3004513	42222
ARO:3004686	42738
ARO:3004687	42739
ARO:3004507	42216
ARO:3004110	41231
ARO:3004502	42208
ARO:3007284	46030
ARO:3007283	46029
ARO:3007286	46032
ARO:3007288	46034
ARO:3007287	46033
ARO:3007285	46031
ARO:3004139	41267
ARO:3004504	42212
ARO:3004500	42205
ARO:3004693	42745
ARO:3007269	46015
ARO:3007249	45995
ARO:3007252	45998
ARO:3007260	46006
ARO:3007278	46024
ARO:3007263	46009
ARO:3007273	46019
ARO:3004511	42220
ARO:3007266	46012
ARO:3007262	46008
ARO:3007259	46005
ARO:3007256	46002
ARO:3007265	46011
ARO:3007258	46004
ARO:3007261	46007
ARO:3007253	45999
ARO:3007270	46016
ARO:3007272	46018
ARO:3004662	42705
ARO:3007255	46001
ARO:3007254	46000
ARO:3007248	45994
ARO:3007268	46014
ARO:3007267	46013
ARO:3007257	46003
ARO:3007250	45996
ARO:3007251	45997
ARO:3007271	46017
ARO:3004691	42743
ARO:3007264	46010
ARO:3005221	43577
ARO:3004505	42213
ARO:3004503	42210
ARO:3004510	42219
ARO:3004509	42218
ARO:3004508	42217
ARO:3004325	41492
ARO:3004694	42746
ARO:3004695	42747
ARO:3004696	42748
ARO:3004697	42749
ARO:3007231	45977
ARO:3007533	46304
ARO:3004332	41500
ARO:3004698	42750
ARO:3007282	46028
ARO:3007281	46027
ARO:3004501	42206
ARO:3004517	42226
ARO:3004516	42225
ARO:3007229	45975
ARO:3007227	45973
ARO:3007228	45974
ARO:3004684	42734
ARO:3007011	45479
ARO:3000789	37169
ARO:3000790	37170
ARO:3000791	37171
ARO:3000792	37172
ARO:3000793	37173
ARO:3000794	37174
ARO:3000795	37175
ARO:3000796	37176
ARO:3001329	37728
ARO:3001216	37615
ARO:3001327	37726
ARO:3001214	37613
ARO:3003548	40150
ARO:3003549	40151
ARO:3003550	40152
ARO:3007682	46464
ARO:3000617	36911
ARO:3003440	40024
ARO:3001209	37590
ARO:3005097	43312
ARO:3005046	43245
ARO:3004185	41338
ARO:3000124	36263
ARO:3000215	36354
ARO:3003107	39681
ARO:3003745	40401
ARO:3005089	43301
ARO:3000614	36908
ARO:3004659	42698
ARO:3007044	45603
ARO:3007047	45606
ARO:3007049	45608
ARO:3000616	36910
ARO:3000026	36035
ARO:3000746	37126
ARO:3000377	36516
ARO:3000378	36517
ARO:3000800	37180
ARO:3000801	37181
ARO:3000803	37183
ARO:3000804	37184
ARO:3000806	37186
ARO:3000807	37187
ARO:3000808	37188
ARO:3003692	40340
ARO:3003693	40341
ARO:3003710	40364
ARO:3003704	40358
ARO:3003705	40359
ARO:3003698	40350
ARO:3003699	40351
ARO:3000506	36645
ARO:3000506	36645
ARO:3000813	37193
ARO:3000814	37194
ARO:3003030	39464
ARO:3003031	39465
ARO:3003034	39468
ARO:3003033	39467
ARO:3003709	40363
ARO:3003844	40538
ARO:3003035	39469
ARO:3000815	37195
ARO:3003820	40510
ARO:3000462	36601
ARO:3002166	38566
ARO:3002175	38575
ARO:3002176	38576
ARO:3002177	38577
ARO:3002178	38578
ARO:3002179	38579
ARO:3002180	38580
ARO:3002181	38581
ARO:3003173	39750
ARO:3003139	39716
ARO:3006859	45321
ARO:3002168	38568
ARO:3006860	45322
ARO:3006861	45323
ARO:3006862	45324
ARO:3004745	42856
ARO:3002169	38569
ARO:3002167	38567
ARO:3002170	38570
ARO:3002171	38571
ARO:3002172	38572
ARO:3002174	38574
ARO:3005042	43240
ARO:3005041	43239
ARO:3006952	45414
ARO:3006953	45415
ARO:3004138	41265
ARO:3004124	41249
ARO:3003306	39890
ARO:3002182	38582
ARO:3003140	39717
ARO:3003141	39718
ARO:3006477	44939
ARO:3006478	44940
ARO:3006479	44941
ARO:3002183	38583
ARO:3002186	38586
ARO:3002184	38584
ARO:3002188	38588
ARO:3002185	38585
ARO:3002189	38589
ARO:3002190	38590
ARO:3002191	38591
ARO:3000316	36455
ARO:3000318	36457
ARO:3000319	36458
ARO:3003741	40396
ARO:3003071	39606
ARO:3003742	40397
ARO:3004539	42409
ARO:3003991	40873
ARO:3004544	42417
ARO:3004541	42412
ARO:3003072	39614
ARO:3003767	40436
ARO:3004542	42414
ARO:3004543	42415
ARO:3007050	45609
ARO:3003839	40531
ARO:3003950	40720
ARO:3003718	40372
ARO:3003719	40373
ARO:3000251	36390
ARO:3002818	39252
ARO:3002819	39253
ARO:3003109	39685
ARO:3005087	43298
ARO:3007042	45601
ARO:3005088	43300
ARO:3007043	45602
ARO:3000816	37196
ARO:3000810	37190
ARO:3000811	37191
ARO:3000812	37192
ARO:3000817	37197
ARO:3000843	37223
ARO:3003842	40535
ARO:3004073	41155
ARO:3004074	41156
ARO:3004075	41158
ARO:3004069	41146
ARO:3007476	46243
ARO:3004164	41312
ARO:3007473	46239
ARO:3004167	41316
ARO:3004166	41315
ARO:3004168	41318
ARO:3003389	39973
ARO:3003298	39882
ARO:3003304	39888
ARO:3003284	39868
ARO:3003481	40077
ARO:3004853	42989
ARO:3003436	40020
ARO:3003480	40076
ARO:3003437	40021
ARO:3007536	46307
ARO:3007537	46308
ARO:3004937	43123
ARO:3004951	43137
ARO:3004921	43107
ARO:3004945	43131
ARO:3004947	43133
ARO:3004957	43143
ARO:3004941	43127
ARO:3007661	46441
ARO:3004918	43104
ARO:3004919	43105
ARO:3004963	43149
ARO:3003453	40046
ARO:3003326	39910
ARO:3003465	40058
ARO:3003327	39911
ARO:3003455	40048
ARO:3005105	43320
ARO:3005178	43531
ARO:3005106	43321
ARO:3003458	40051
ARO:3004933	43119
ARO:3004922	43108
ARO:3007811	46597
ARO:3004157	41304
ARO:3004923	43109
ARO:3003470	40063
ARO:3004977	43164
ARO:3003295	39879
ARO:3007806	46592
ARO:3007807	46593
ARO:3003459	40052
ARO:3007810	46596
ARO:3007808	46594
ARO:3004924	43110
ARO:3004876	43062
ARO:3003393	39977
ARO:3003448	40041
ARO:3007798	46582
ARO:3004135	41262
ARO:3003451	40044
ARO:3003784	40467
ARO:3003463	40056
ARO:3003392	39976
ARO:3005102	43317
ARO:3004978	43165
ARO:3004929	43115
ARO:3004925	43111
ARO:3005108	43323
ARO:3004934	43120
ARO:3004927	43113
ARO:3004928	43114
ARO:3004930	43116
ARO:3003461	40054
ARO:3004935	43121
ARO:3004931	43117
ARO:3003394	39978
ARO:3004960	43146
ARO:3004975	43162
ARO:3004976	43163
ARO:3004184	41337
ARO:3004999	43186
ARO:3003283	39867
ARO:3004994	43181
ARO:3004721	42776
ARO:3003395	39979
ARO:3004981	43168
ARO:3004955	43141
ARO:3007674	46455
ARO:3007185	45924
ARO:3007186	45925
ARO:3004971	43157
ARO:3004984	43171
ARO:3007692	46479
ARO:3004987	43174
ARO:3004993	43180
ARO:3004932	43118
ARO:3004153	41300
ARO:3003445	40038
ARO:3007805	46591
ARO:3004950	43136
ARO:3003325	39909
ARO:3003779	40461
ARO:3004968	43154
ARO:3004967	43153
ARO:3003239	39823
ARO:3003240	39824
ARO:3003236	39820
ARO:3003238	39822
ARO:3003237	39821
ARO:3004163	41311
ARO:3003514	40116
ARO:3003517	40119
ARO:3003515	40117
ARO:3003518	40120
ARO:3003516	40118
ARO:3004165	41313
ARO:3003539	40141
ARO:3003543	40145
ARO:3003544	40146
ARO:3003546	40148
ARO:3003540	40142
ARO:3003542	40144
ARO:3003545	40147
ARO:3003541	40143
ARO:3003547	40149
ARO:3004169	41319
ARO:3003778	40460
ARO:3004159	41306
ARO:3004616	42584
ARO:3004631	42620
ARO:3004630	42617
ARO:3004176	41327
ARO:3003310	39894
ARO:3004179	41331
ARO:3004177	41328
ARO:3006954	45416
ARO:3001300	37699
ARO:3006955	45417
ARO:3000818	37198
ARO:3000819	37199
ARO:3000589	36728
ARO:3002360	38760
ARO:3002361	38761
ARO:3002362	38762
ARO:3003182	39759
ARO:3003183	39760
ARO:3003663	40273
ARO:3003664	40274
ARO:3007202	45946
ARO:3004093	41201
